罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/2/16,14,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/2/22,12,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/6/2,18,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/7/5,13,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/8/2,12,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/8/2,20,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/9/7,20,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/10/14,9,その他,30歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,砂子２丁目,2019/10/27,8,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/2/12,21,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/4/7,1,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/6/9,16,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/6/28,17,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/8/10,19,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/11/2,17,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/11/5,7,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/11/24,21,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,駅前本町,2019/12/8,0,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2018/12/29,10,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/1/11,23,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/5/25,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/6/8,10,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/6/9,14,４階建て以上共同住宅,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/7/9,22,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/8/11,8,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/9/24,1,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,小川町,2019/10/26,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/1/15,7,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/1/28,21,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/3/29,2,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/4/17,8,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/5/6,20,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/6/10,7,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/7/9,22,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/11/17,7,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/11/27,20,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,日進町,2019/12/8,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,富士見２丁目,2019/8/31,9,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,堀之内町,2019/6/26,19,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,堀之内町,2019/9/21,0,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,堀之内町,2019/10/31,1,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,堀之内町,2019/11/15,20,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,本町１丁目,2019/1/25,7,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,本町２丁目,2019/5/16,16,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,本町２丁目,2019/8/15,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,川崎駅前,141313,神奈川県,川崎市川崎区,渡田山王町,2019/6/24,17,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,小川町,2019/4/13,6,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2019/2/1,12,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2019/2/5,17,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2019/5/6,22,その他の住宅（３階建て以下共同住宅等）,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,貝塚１丁目,2019/10/3,16,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,新川通,2019/10/3,10,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,新川通,2019/11/27,13,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,堤根,2019/8/26,22,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/3/12,20,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/3/14,1,一戸建住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/4/19,17,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/6/16,1,その他,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/6/24,14,その他,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,日進町,2019/7/10,0,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,東田町,2019/8/11,0,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,本町２丁目,2019/4/29,21,４階建て以上共同住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/5/24,15,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/5/26,18,その他,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/7/3,16,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/7/30,11,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/8/27,15,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,南町,2019/9/17,5,４階建て以上共同住宅,50歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木１丁目,2019/3/1,7,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木１丁目,2019/12/15,11,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木２丁目,2019/3/15,21,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木２丁目,2019/8/16,8,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木２丁目,2019/9/1,22,その他の住宅（３階建て以下共同住宅等）,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,元木２丁目,2019/11/15,17,その他の住宅（３階建て以下共同住宅等）,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,渡田１丁目,2019/10/25,17,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,川崎,南町,141313,神奈川県,川崎市川崎区,渡田向町,2019/3/5,15,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,,2019/3/11,20,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2018/12/7,15,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,不明,不明,その他,30歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/4/2,17,その他,20歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/4/8,17,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/5/5,17,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/5/19,20,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/6/12,18,その他,50歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/7/13,16,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/7/20,7,４階建て以上共同住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/8/4,18,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/9/12,13,その他,10歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,小田栄２丁目,2019/11/20,9,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通１丁目,2019/4/23,16,一戸建住宅,50歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通１丁目,2019/5/12,19,その他の住宅（３階建て以下共同住宅等）,10歳代,中学生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通１丁目,2019/6/18,9,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通１丁目,2019/12/15,17,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通２丁目,2019/8/20,20,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通２丁目,2019/11/30,17,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通３丁目,2019/6/24,19,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通４丁目,2019/1/29,21,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通４丁目,2019/9/29,17,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,鋼管通５丁目,2019/9/7,16,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,田島町,2019/9/19,16,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,田島町,2019/10/20,11,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,田島町,2019/10/30,6,一戸建住宅,20歳代,その他,施錠せず
窃盗,自転車盗,川崎臨港,鋼管通,141313,神奈川県,川崎市川崎区,田島町,2019/10/30,20,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
